Unnamed: 0,STATE/UT,DISTRICT,Year,Complain,Risk Level
4404,ARUNACHAL PRADESH,SIANG WEST,2007,wife denied rest by husband,Medium
4405,ARUNACHAL PRADESH,SUBANSIRI LOWER,2007,husband insulted wife in front of others,Low
4406,ARUNACHAL PRADESH,SUBANSIRI UPPER,2007,wife restricted from social life,Medium
4407,ARUNACHAL PRADESH,TAWANG,2007,husband checked wifes location,Medium
4408,ARUNACHAL PRADESH,TIRAP,2007,wife excluded from celebrations,Medium
4409,ARUNACHAL PRADESH,UPPER DIBANG VALLEY,2007,husband used abusive language,Medium
4410,ARUNACHAL PRADESH,TOTAL,2007,wife denied basic needs,Medium
4411,ASSAM,BARPETA,2007,husband insulted wifes dress,Low
4412,ASSAM,BASKA,2007,wife blamed for husbands anger,Medium
4413,ASSAM,BONGAIGAON,2007,husband restricted wifes movements,Medium
4414,ASSAM,C.I.D.,2007,wife threatened to be abandoned,Medium
4415,ASSAM,CACHAR,2007,husband accused wife without proof,Medium
4416,ASSAM,CHIRANG,2007,wife forced to obey in silence,Medium
4417,ASSAM,DARRANG,2007,husband pushed wife harshly,Low
4418,ASSAM,DHEMAJI,2007,wife forced to live in fear,Medium
4419,ASSAM,DHUBRI,2007,husband cursed wife daily,Medium
4420,ASSAM,DIBRUGARH,2007,wife humiliated during argument,Low
4421,ASSAM,G.R.P.,2007,husband ignored wifes opinions,Medium
4422,ASSAM,GOALPARA,2007,wife blamed for household problems,Medium
4423,ASSAM,GOLAGHAT,2007,husband accused wife of disrespect,Medium
4424,ASSAM,GUWAHATI CITY,2007,wife forced to leave family events,Medium
4425,ASSAM,HAILAKANDI,2007,husband insulted wife in front of guests,Low
4426,ASSAM,JORHAT,2007,wife denied right to speak,Medium
4427,ASSAM,KAMRUP,2007,husband forced wife to sign papers,Medium
4428,ASSAM,KARBI ANGLONG,2007,wife criticized unfairly,Medium
4429,ASSAM,KARIMGANJ,2007,husband made wife beg for money,Medium
4430,ASSAM,KOKRAJHAR,2007,wife denied freedom of speech,Medium
4431,ASSAM,LAKHIMPUR,2007,husband ignored wifes feelings,Medium
4432,ASSAM,MORIGAON,2007,wife excluded from financial matters,Medium
4433,ASSAM,N.C.HILLS,2007,husband ridiculed wife in public,Medium
4434,ASSAM,NAGAON,2007,wife forced to wake early daily,Medium
4435,ASSAM,NALBARI,2007,husband insulted wife repeatedly,Low
4436,ASSAM,R.P.O.,2007,wife denied personal time,Medium
4437,ASSAM,SIBSAGAR,2007,husband restricted wifes bank account,Medium
4438,ASSAM,SONITPUR,2007,wife silenced by threats,Medium
4439,ASSAM,TINSUKIA,2007,husband insulted wifes relatives,Low
4440,ASSAM,UDALGURI,2007,wife treated without respect,Medium
4441,ASSAM,TOTAL,2007,husband controlled wifes daily life,Medium
4442,BIHAR,ARARIA,2007,wife humiliated in front of relatives,Medium
4443,BIHAR,ARWAL,2007,husband destroyed wifes belongings in anger,Medium
4444,BIHAR,AURANGABAD,2007,wife forced to accept blame,Medium
4445,BIHAR,BAGAHA,2007,husband insulted wife in front of neighbors,Low
4446,BIHAR,BANKA,2007,wife denied her own money,Medium
4447,BIHAR,BEGUSARAI,2007,husband insulted wifes cooking,Low
4448,BIHAR,BETTIAH,2007,wife controlled through fear,Medium
4449,BIHAR,BHABHUA,2007,husband restricted wifes outings,Medium
4450,BIHAR,BHAGALPUR,2007,wife denied right to study,Medium
4451,BIHAR,BHOJPUR,2007,husband accused wife of betrayal,Medium
4452,BIHAR,BUXAR,2007,wife insulted in front of friends,Low
4453,BIHAR,DARBHANGA,2007,husband insulted wife during gatherings,Low
4454,BIHAR,GAYA,2007,wife forced to remain silent,Medium
4455,BIHAR,GOPALGANJ,2007,husband threatened wife with divorce constantly,Medium
4456,BIHAR,JAMALPUR RLY.,2007,wife denied her salary,Medium
4457,BIHAR,JAMUI,2007,husband ignored wife during pregnancy,Medium
4458,BIHAR,JEHANABAD,2007,wife forced to stay at home,Medium
4459,BIHAR,KATIHAR,2007,husband insulted wifes body shape,Low
4460,BIHAR,KATIHAR RLY.,2007,wife accused without reason daily,Medium
4461,BIHAR,KHAGARIA,2007,husband forced wife to obey commands,Medium
4462,BIHAR,KISHANGANJ,2007,wife humiliated in public events,Medium
4463,BIHAR,LAKHISARAI,2007,husband shouted at wife daily,Medium
4464,BIHAR,MADHEPURA,2007,wife denied access to health care,Medium
4465,BIHAR,MADHUBANI,2007,husband criticized wife harshly,Medium
4466,BIHAR,MOTIHARI,2007,wife blamed for husbands failures,Medium
4467,BIHAR,MUNGER,2007,husband insulted wife in social media,Low
4468,BIHAR,MUZAFFARPUR,2007,wife forced to give up work,Medium
4469,BIHAR,MUZAFFARPUR RLY.,2007,husband denied wifes needs,Medium
4470,BIHAR,NALANDA,2007,wife threatened with separation,Medium
4471,BIHAR,NAUGACHIA,2007,husband insulted wife during arguments,Low
4472,BIHAR,NAWADAH,2007,wife silenced by force,Medium
4473,BIHAR,PATNA,2007,husband insulted wife repeatedly in front of family,Low
4474,BIHAR,PATNA RLY.,2007,wife denied any support,Medium
4475,BIHAR,PURNEA,2007,husband controlled wifes conversations,Medium
4476,BIHAR,ROHTAS,2007,wife forced to follow orders,Medium
4477,BIHAR,SAHARSA,2007,husband insulted wife in front of children,Low
4478,BIHAR,SAMASTIPUR,2007,wife excluded from family outings,Medium
4479,BIHAR,SARAN,2007,husband denied wife medical help,Medium
4480,BIHAR,SHEIKHPURA,2007,wife forced into silence by threats,Medium
4481,BIHAR,SHEOHAR,2007,husband ridiculed wifes intelligence,Medium
4482,BIHAR,SITAMARHI,2007,wife treated like property,Medium
4483,BIHAR,SIWAN,2007,husband insulted wife regularly,Low
4484,BIHAR,SUPAUL,2007,wife forced to give money daily,Medium
4485,BIHAR,VAISHALI,2007,husband ignored wifes emotions,Medium
4486,BIHAR,TOTAL,2007,wife denied her opinion in decisions,Medium
4487,CHHATTISGARH,BALRAMPUR,2007,husband humiliated wife in front of guests,Medium
4488,CHHATTISGARH,BILASPUR,2007,wife excluded from home decisions,Medium
4489,CHHATTISGARH,BIZAPUR,2007,husband insulted wifes education,Low
4490,CHHATTISGARH,DANTEWARA,2007,wife denied freedom of movement,Medium
4491,CHHATTISGARH,DHAMTARI,2007,husband insulted wife during celebrations,Low
4492,CHHATTISGARH,DURG,2007,wife forced to accept insults,Medium
4493,CHHATTISGARH,GRP RAIPUR,2007,husband insulted wife during meals,Low
4494,CHHATTISGARH,JAGDALPUR,2007,wife excluded from holidays,Medium
4495,CHHATTISGARH,JANJGIR,2007,husband insulted wifes work,Low
4496,CHHATTISGARH,JASHPUR,2007,wife treated with constant disrespect,Medium
4497,CHHATTISGARH,KABIRDHAM,2007,husband insulted wife when angry,Low
4498,CHHATTISGARH,KANKER,2007,wife denied rest and peace,Medium
4499,CHHATTISGARH,KORBA,2007,husband insulted wife without reason,Low
4500,CHHATTISGARH,KORIYA,2007,wife excluded from social gatherings,Medium
4501,CHHATTISGARH,MAHASAMUND,2007,husband ridiculed wifes efforts,Medium
4502,CHHATTISGARH,NARAYANPUR,2007,wife insulted for mistakes,Low
4503,CHHATTISGARH,RAIGARH,2007,husband insulted wife when drinking,Low
4504,CHHATTISGARH,RAIPUR,2007,wife denied comfort at home,Medium
4505,CHHATTISGARH,RAJNANDGAON,2007,husband insulted wife in community,Low
4506,CHHATTISGARH,SARGUJA,2007,wife excluded from choices,Medium
4507,CHHATTISGARH,SURAJPUR,2007,husband insulted wifes dress daily,Low
4508,CHHATTISGARH,TOTAL,2007,wife insulted during arguments,Low
4509,GOA,NORTH GOA,2007,husband insulted wifes opinions,Low
4510,GOA,SOUTH GOA,2007,wife treated like a burden,Medium
4511,GOA,TOTAL,2007,husband insulted wife in front of friends,Low
4512,GUJARAT,AHMEDABAD COMMR.,2007,wife denied happiness,Medium
4513,GUJARAT,AHMEDABAD RURAL,2007,husband insulted wife publicly,Low
4514,GUJARAT,AHWA-DANG,2007,wife insulted during celebrations,Low
4515,GUJARAT,AMRELI,2007,husband insulted wife constantly,Low
4516,GUJARAT,ANAND,2007,wife excluded from important matters,Medium
4517,GUJARAT,BHARUCH,2007,husband insulted wife with harsh words,Low
4518,GUJARAT,BHAVNAGAR,2007,wife insulted daily,Low
4519,GUJARAT,DAHOD,2007,husband insulted wife over small issues,Low
4520,GUJARAT,GANDHINAGAR,2007,wife insulted in private,Low
4521,GUJARAT,HIMATNAGAR,2007,husband insulted wife in gatherings,Low
4522,GUJARAT,JAMNAGAR,2007,wife insulted repeatedly,Low
4523,GUJARAT,JUNAGADH,2007,husband insulted wife at home,Low
4524,GUJARAT,KHEDA NORTH,2007,wife insulted unfairly,Low
4525,GUJARAT,KUTCH,2007,husband insulted wife cruelly,Low
4526,GUJARAT,MEHSANA,2007,wife insulted harshly,Low
4527,GUJARAT,NARMADA,2007,husband insulted wife again and again,Low
4528,GUJARAT,NAVSARI,2007,wife insulted continuously,Low
4529,GUJARAT,PALANPUR,2007,husband insulted wife endlessly,Low
4530,GUJARAT,PANCHMAHAL,2007,husband shouted at wife without reason,Medium
4531,GUJARAT,PATAN,2007,wife denied financial independence,Medium
4532,GUJARAT,PORBANDAR,2007,husband insulted wifes family background,Low
4533,GUJARAT,RAJKOT COMMR.,2007,wife humiliated during social visit,Medium
4534,GUJARAT,RAJKOT RURAL,2007,husband forced wife to apologize always,Medium
4535,GUJARAT,SURAT COMMR.,2007,wife denied her own savings,Medium
4536,GUJARAT,SURAT RURAL,2007,husband insulted wife in front of relatives,Low
4537,GUJARAT,SURENDRANAGAR,2007,wife forced to give dowry,Medium
4538,GUJARAT,VADODARA COMMR.,2007,husband insulted wifes parents,Low
4539,GUJARAT,VADODARA RURAL,2007,wife controlled through constant criticism,Medium
4540,GUJARAT,VALSAD,2007,husband ignored wifes needs,Medium
4541,GUJARAT,W.RLY,2007,wife excluded from property matters,Medium
4542,GUJARAT,TOTAL,2007,husband ridiculed wifes decisions,Medium
4543,HARYANA,AMBALA,2007,wife denied chance to speak in meetings,Medium
4544,HARYANA,BHIWANI,2007,husband shouted at wife during meals,Medium
4545,HARYANA,FARIDABAD,2007,wife forced to handle all housework alone,Medium
4546,HARYANA,FATEHABAD,2007,husband insulted wife in front of neighbors,Low
4547,HARYANA,GRP,2007,wife silenced when asking questions,Medium
4548,HARYANA,GURGAON,2007,husband insulted wife repeatedly about money,Low
4549,HARYANA,HISSAR,2007,wife denied support during pregnancy,Medium
4550,HARYANA,JHAJJAR,2007,husband insulted wife about her looks,Low
4551,HARYANA,JIND,2007,wife excluded from family functions,Medium
4552,HARYANA,KAITHAL,2007,husband controlled wifes earnings,Medium
4553,HARYANA,KARNAL,2007,wife humiliated over small mistakes,Medium
4554,HARYANA,KURUKSHETRA,2007,husband insulted wife about her clothes,Low
4555,HARYANA,MAHENDRAGARH,2007,wife excluded from discussions,Medium
4556,HARYANA,MEWAT,2007,husband ridiculed wife in front of friends,Medium
4557,HARYANA,PALWAL,2007,wife silenced by constant shouting,Medium
4558,HARYANA,PANCHKULA,2007,husband insulted wifes cooking daily,Low
4559,HARYANA,PANIPAT,2007,wife denied her own choices,Medium
4560,HARYANA,REWARI,2007,husband insulted wifes education level,Low
4561,HARYANA,ROHTAK,2007,wife humiliated in public gatherings,Medium
4562,HARYANA,SIRSA,2007,husband forced wife to leave friends,Medium
4563,HARYANA,SONIPAT,2007,wife denied emotional support,Medium
4564,HARYANA,YAMUNANAGAR,2007,husband insulted wife without any cause,Low
4565,HARYANA,TOTAL,2007,wife excluded from social circles,Medium
4566,HIMACHAL PRADESH,BILASPUR,2007,husband insulted wife for not obeying,Low
4567,HIMACHAL PRADESH,CHAMBA,2007,wife silenced in every argument,Low
4568,HIMACHAL PRADESH,G.R.P.,2007,husband insulted wife harshly at home,Low
4569,HIMACHAL PRADESH,HAMIRPUR,2007,wife denied respect from husband,Medium
4570,HIMACHAL PRADESH,KANGRA,2007,husband insulted wife during festivals,Low
4571,HIMACHAL PRADESH,KINNAUR,2007,wife humiliated in front of husbands family,Medium
4572,HIMACHAL PRADESH,KULLU,2007,husband insulted wifes personality,Low
4573,HIMACHAL PRADESH,LAHAUL-SPITI,2007,wife excluded from conversations,Medium
4574,HIMACHAL PRADESH,MANDI,2007,husband insulted wife constantly at work events,Low
4575,HIMACHAL PRADESH,SHIMLA,2007,wife denied her happiness,Medium
4576,HIMACHAL PRADESH,SIRMAUR,2007,husband insulted wife in front of children,Low
4577,HIMACHAL PRADESH,SOLAN,2007,wife treated like property by husband,Medium
4578,HIMACHAL PRADESH,UNA,2007,husband insulted wifes hairstyle,Low
4579,HIMACHAL PRADESH,TOTAL,2007,wife denied peace at home,Medium
4580,JAMMU & KASHMIR,ANANTNAG,2007,husband insulted wife in community events,Low
4581,JAMMU & KASHMIR,AWANTIPORA,2007,wife forced to accept insults silently,Medium
4582,JAMMU & KASHMIR,BARAMULLA,2007,husband insulted wife when drunk,Low
4583,JAMMU & KASHMIR,BORDER DISTRICT,2007,wife excluded from financial decisions,Medium
4584,JAMMU & KASHMIR,BUDGAM,2007,husband insulted wife every day,Low
4585,JAMMU & KASHMIR,CRIME JAMMU,2007,wife denied her right to relax,Medium
4586,JAMMU & KASHMIR,CRIME SRINAGAR,2007,husband insulted wife in gatherings daily,Low
4587,JAMMU & KASHMIR,DODA,2007,wife humiliated during ceremonies,Medium
4588,JAMMU & KASHMIR,GANDERBAL,2007,husband insulted wifes intelligence,Low
4589,JAMMU & KASHMIR,HANDWARA,2007,wife excluded from joyful events,Medium
4590,JAMMU & KASHMIR,JAMMU,2007,husband insulted wife cruelly in front of others,Low
4591,JAMMU & KASHMIR,KARGIL,2007,wife denied fair treatment,Medium
4592,JAMMU & KASHMIR,KATHUA,2007,husband insulted wife again and again,Low
4593,JAMMU & KASHMIR,KULGAM,2007,wife silenced with harsh words,Medium
4594,JAMMU & KASHMIR,KUPWARA,2007,husband insulted wife endlessly,Low
4595,JAMMU & KASHMIR,LEH,2007,wife insulted unfairly by husband,Low
4596,JAMMU & KASHMIR,POONCH,2007,husband insulted wife with cruel remarks,Low
4597,JAMMU & KASHMIR,PULWAMA,2007,wife excluded from family outings often,Medium
4598,JAMMU & KASHMIR,RAILWAYS,2007,husband insulted wife bitterly,Low
4599,JAMMU & KASHMIR,RAJOURI,2007,wife treated with contempt by husband,Medium
4600,JAMMU & KASHMIR,RAMBAN,2007,husband insulted wife during meals regularly,Low
4601,JAMMU & KASHMIR,REASI,2007,wife humiliated in private,Medium
4602,JAMMU & KASHMIR,SRINAGAR,2007,husband insulted wife when angry daily,Low
4603,JAMMU & KASHMIR,UDHAMPUR,2007,wife excluded from decision making always,Medium
4604,JAMMU & KASHMIR,TOTAL,2007,husband insulted wife over small issues daily,Low
4605,JHARKHAND,BOKARO,2007,wife silenced in private arguments,Low
4606,JHARKHAND,CHAIBASA,2007,husband insulted wife in front of guests daily,Low
4607,JHARKHAND,CHATRA,2007,wife humiliated harshly,Medium
4608,JHARKHAND,DEOGHAR,2007,husband insulted wife continuously,Low
4609,JHARKHAND,DHANBAD,2007,wife denied comfort in marriage,Medium
4610,JHARKHAND,DHANBAD RLY.,2007,husband insulted wifes appearance regularly,Low
4611,JHARKHAND,DUMKA,2007,wife excluded from happy moments,Medium
4612,JHARKHAND,GARHWA,2007,husband insulted wife frequently at home,Low
4613,JHARKHAND,GIRIDIH,2007,wife humiliated during discussions,Medium
4614,JHARKHAND,GODDA,2007,husband insulted wife harshly daily,Low
4615,JHARKHAND,GUMLA,2007,wife excluded from choices in family life,Medium
4616,JHARKHAND,HAZARIBAGH,2007,husband insulted wife with loud shouting,Low
4617,JHARKHAND,JAMSHEDPUR,2007,wife humiliated in gatherings daily,Medium
4618,JHARKHAND,JAMSHEDPUR RLY.,2007,husband insulted wife cruelly at events,Low
4619,JHARKHAND,JAMTARA,2007,wife excluded from celebrations always,Medium
4620,JHARKHAND,KHUNTI,2007,husband insulted wife bitterly at home,Low
4621,JHARKHAND,KODERMA,2007,wife humiliated with constant yelling,Medium
4622,JHARKHAND,LATEHAR,2007,husband insulted wife harshly at functions,Low
4623,JHARKHAND,LOHARDAGGA,2007,wife denied her rest constantly,Medium
4624,JHARKHAND,PAKUR,2007,husband insulted wife mercilessly,Low
4625,JHARKHAND,PALAMU,2007,wife excluded from home decisions always,Medium
4626,JHARKHAND,RAMGARH,2007,husband insulted wife severely,Low
4627,JHARKHAND,RANCHI,2007,wife humiliated in family dinners,Medium
4628,JHARKHAND,SAHEBGANJ,2007,husband insulted wife repeatedly in public,Low
4629,JHARKHAND,SARAIKELA,2007,wife denied kindness from husband,Medium
4630,JHARKHAND,SIMDEGA,2007,husband insulted wife harshly in front of kids,Low
4631,JHARKHAND,TOTAL,2007,wife excluded from outings often,Medium
4632,KARNATAKA,BAGALKOT,2007,husband insulted wife daily in community,Low
4633,KARNATAKA,BANGALORE COMMR.,2007,wife humiliated at neighborhood events,Medium
4634,KARNATAKA,BANGALORE RURAL,2007,husband insulted wife unfairly every day,Low
4635,KARNATAKA,BELGAUM,2007,wife excluded from important talks,Medium
4636,KARNATAKA,BELLARY,2007,husband insulted wife brutally,Low
4637,KARNATAKA,BIDAR,2007,wife humiliated in front of in-laws constantly,Medium
4638,KARNATAKA,BIJAPUR,2007,husband insulted wife violently with words,Low
4639,KARNATAKA,CHAMARAJNAGAR,2007,wife excluded from gatherings repeatedly,Medium
4640,KARNATAKA,CHICKMAGALUR,2007,husband insulted wife savagely,Low
4641,KARNATAKA,CHITRADURGA,2007,wife humiliated with strong insults,Medium
4642,KARNATAKA,DAKSHIN KANNADA,2007,husband insulted wife with anger always,Low
4643,KARNATAKA,DAVANAGERE,2007,wife excluded from social occasions,Medium
4644,KARNATAKA,DHARWAD COMMR.,2007,husband insulted wife repeatedly at meals,Low
4645,KARNATAKA,DHARWAD RURAL,2007,wife humiliated endlessly,Medium
4646,KARNATAKA,GADAG,2007,husband insulted wife with cruel words daily,Low
4647,KARNATAKA,GULBARGA,2007,wife excluded from family decisions regularly,Medium
4648,KARNATAKA,HASSAN,2007,husband insulted wife daily at home,Low
4649,KARNATAKA,HAVERI,2007,wife humiliated in public constantly,Medium
4650,KARNATAKA,K.G.F.,2007,husband insulted wife unfairly in private,Low
4651,KARNATAKA,KODAGU,2007,wife excluded from joyful times,Medium
4652,KARNATAKA,KOLAR,2007,husband insulted wife harshly every day,Low
4653,KARNATAKA,KOPPAL,2007,wife humiliated repeatedly at functions,Medium
4654,KARNATAKA,MANDYA,2007,husband insulted wife during events daily,Low
4655,KARNATAKA,MYSORE COMMR.,2007,wife denied freedom of opinion,Medium
4656,KARNATAKA,MYSORE RURAL,2007,husband insulted wife endlessly at gatherings,Low
4657,KARNATAKA,RAICHUR,2007,wife humiliated in front of neighbors daily,Medium
4658,KARNATAKA,RAILWAYS,2007,husband insulted wife with insults daily,Low
4659,KARNATAKA,SHIMOGA,2007,wife excluded from choices constantly,Medium
4660,KARNATAKA,TUMKUR,2007,husband insulted wife every morning,Low
4661,KARNATAKA,UDUPI,2007,wife humiliated at breakfast,Medium
4662,KARNATAKA,UTTAR KANNADA,2007,husband insulted wife before sleeping,Low
4663,KARNATAKA,TOTAL,2007,wife excluded from evening talks,Medium
4664,KERALA,ALAPUZHA,2007,husband insulted wife during arguments constantly,Low
4665,KERALA,CBCID,2007,wife humiliated with unfair words,Medium
4666,KERALA,ERNAKULAM COMMR.,2007,husband insulted wife harshly in front of friends,Low
4667,KERALA,ERNAKULAM RURAL,2007,wife excluded from personal choices,Medium
4668,KERALA,IDUKKI,2007,husband insulted wife daily in gatherings,Low
4669,KERALA,KANNUR,2007,wife humiliated without reason,Medium
4670,KERALA,KASARGOD,2007,husband insulted wife cruelly at home,Low
4671,KERALA,KOLLAM,2007,wife excluded from family planning,Medium
4672,KERALA,KOTTAYAM,2007,husband insulted wife with abusive words,Low
4673,KERALA,KOZHIKODE COMMR.,2007,wife humiliated constantly in public,Medium
4674,KERALA,KOZHIKODE RURAL,2007,husband insulted wife again during meals,Low
4675,KERALA,MALAPPURAM,2007,wife excluded from decisions in home matters,Medium
4676,KERALA,PALAKKAD,2007,husband insulted wife daily in private,Low
4677,KERALA,PATHANAMTHITTA,2007,wife humiliated harshly every day,Medium
4678,KERALA,RAILWAYS,2007,husband insulted wife mercilessly in public,Low
4679,KERALA,THRISSUR,2007,wife excluded from respect at home,Medium
4680,KERALA,TRIVANDRUM COMMR.,2007,husband insulted wife cruelly every day,Low
4681,KERALA,TRIVANDRUM RURAL,2007,wife humiliated in front of relatives daily,Medium
4682,KERALA,WAYANADU,2007,husband insulted wife harshly in gatherings,Low
4683,KERALA,TOTAL,2007,wife excluded from happiness daily,Medium
4684,MADHYA PRADESH,ANUPPUR,2007,husband insulted wife in front of guests always,Low
4685,MADHYA PRADESH,ASHOK NAGAR,2007,wife humiliated again and again,Medium
4686,MADHYA PRADESH,BALAGHAT,2007,husband insulted wife endlessly in events,Low
4687,MADHYA PRADESH,BARWANI,2007,wife excluded from family life,Medium
4688,MADHYA PRADESH,BETUL,2007,husband insulted wife every evening,Low
4689,MADHYA PRADESH,BHIND,2007,wife humiliated during conversations daily,Medium
4690,MADHYA PRADESH,BHOPAL,2007,husband insulted wife in cruel ways constantly,Low
4691,MADHYA PRADESH,BHOPAL RLY.,2007,wife excluded from her own decisions,Medium
4692,MADHYA PRADESH,BURHANPUR,2007,husband insulted wife harshly every night,Low
4693,MADHYA PRADESH,CHHATARPUR,2007,wife humiliated unfairly each day,Medium
4694,MADHYA PRADESH,CHHINDWARA,2007,husband insulted wife in front of children always,Low
4695,MADHYA PRADESH,DAMOH,2007,wife excluded from speaking in gatherings,Medium
4696,MADHYA PRADESH,DATIYA,2007,husband insulted wife in public cruelly,Low
4697,MADHYA PRADESH,DEWAS,2007,wife humiliated daily without reason,Medium
4698,MADHYA PRADESH,DHAR,2007,husband insulted wife brutally at events,Low
4699,MADHYA PRADESH,DINDORI,2007,wife excluded from every decision,Medium
4700,MADHYA PRADESH,GUNA,2007,husband insulted wife again harshly,Low
4701,MADHYA PRADESH,GWALIOR,2007,wife humiliated continuously daily,Medium
4702,MADHYA PRADESH,HARDA,2007,husband insulted wife cruelly at home every day,Low
4703,MADHYA PRADESH,HOSHANGABAD,2007,wife excluded from freedom always,Medium
4704,MADHYA PRADESH,INDORE,2007,husband insulted wife unfairly at meals,Low
4705,MADHYA PRADESH,INDORE RLY.,2007,wife humiliated endlessly at gatherings,Medium
4706,MADHYA PRADESH,JABALPUR,2007,husband insulted wife daily with anger,Low
4707,MADHYA PRADESH,JABALPUR RLY.,2007,wife excluded from respect in family,Medium
4708,MADHYA PRADESH,JHABUA,2007,husband insulted wife harshly in public,Low
4709,MADHYA PRADESH,KATNI,2007,wife humiliated without mercy daily,Medium
4710,MADHYA PRADESH,KHANDWA,2007,husband shouted at wife during dinner,Medium
4711,MADHYA PRADESH,KHARGON,2007,wife denied her personal freedom,Medium
4712,MADHYA PRADESH,MANDLA,2007,husband insulted wife about her friends,Low
4713,MADHYA PRADESH,MANDSAUR,2007,wife humiliated in front of husbands coworkers,Medium
4714,MADHYA PRADESH,MORENA,2007,husband insulted wife about her family often,Low
4715,MADHYA PRADESH,NARSINGHPUR,2007,wife forced to stay silent in arguments,Low
4716,MADHYA PRADESH,NEEMUCH,2007,husband insulted wife about her age,Low
4717,MADHYA PRADESH,PANNA,2007,wife denied support when sick,Medium
4718,MADHYA PRADESH,RAISEN,2007,husband insulted wife for not cooking properly,Low
4719,MADHYA PRADESH,RAJGARH,2007,wife excluded from planning family events,Medium
4720,MADHYA PRADESH,RATLAM,2007,husband insulted wife about her income,Low
4721,MADHYA PRADESH,REWA,2007,wife humiliated at religious gathering,Medium
4722,MADHYA PRADESH,SAGAR,2007,husband insulted wife in front of strangers,Low
4723,MADHYA PRADESH,SATNA,2007,wife denied her savings by husband,Medium
4724,MADHYA PRADESH,SEONI,2007,husband insulted wife for small mistakes,Low
4725,MADHYA PRADESH,SHAHDOL,2007,wife excluded from decisions about children,Medium
4726,MADHYA PRADESH,SHAJAPUR,2007,husband insulted wife during phone calls,Low
4727,MADHYA PRADESH,SHEOPUR,2007,wife humiliated in front of relatives often,Medium
4728,MADHYA PRADESH,SHIVPURI,2007,husband insulted wife about her health,Low
4729,MADHYA PRADESH,SIDHI,2007,wife denied emotional support constantly,Medium
4730,MADHYA PRADESH,SIHORE,2007,husband insulted wife during travel,Low
4731,MADHYA PRADESH,TIKAMGARH,2007,wife excluded from vacations,Medium
4732,MADHYA PRADESH,UJJAIN,2007,husband insulted wife for not cleaning,Low
4733,MADHYA PRADESH,UMARIYA,2007,wife humiliated in front of family constantly,Medium
4734,MADHYA PRADESH,VIDISHA,2007,husband insulted wife for forgetting things,Low
4735,MADHYA PRADESH,TOTAL,2007,wife denied her own money,Medium
4736,MAHARASHTRA,AHMEDNAGAR,2007,husband insulted wife about her weight,Low
4737,MAHARASHTRA,AKOLA,2007,wife excluded from celebrations regularly,Medium
4738,MAHARASHTRA,AMRAVATI COMMR.,2007,husband insulted wife cruelly in the morning,Low
4739,MAHARASHTRA,AMRAVATI RURAL,2007,wife humiliated during parties,Medium
4740,MAHARASHTRA,AURANGABAD COMMR.,2007,husband insulted wife before neighbors,Low
4741,MAHARASHTRA,AURANGABAD RURAL,2007,wife excluded from property discussions,Medium
4742,MAHARASHTRA,BEED,2007,husband insulted wife about her habits,Low
4743,MAHARASHTRA,BHANDARA,2007,wife denied chance to speak freely,Medium
4744,MAHARASHTRA,BULDHANA,2007,husband insulted wife in daily life,Low
4745,MAHARASHTRA,CHANDRAPUR,2007,wife humiliated without fair reason,Medium
4746,MAHARASHTRA,DHULE,2007,husband insulted wife for speaking out,Low
4747,MAHARASHTRA,GADCHIROLI,2007,wife excluded from family conversations,Medium
4748,MAHARASHTRA,GONDIA,2007,husband insulted wife about her work,Low
4749,MAHARASHTRA,HINGOLI,2007,wife denied her happiness every day,Medium
4750,MAHARASHTRA,JALGAON,2007,husband insulted wife harshly in arguments,Low
4751,MAHARASHTRA,JALNA,2007,wife humiliated with public insults,Medium
4752,MAHARASHTRA,KOLHAPUR,2007,husband insulted wife in front of guests daily,Low
4753,MAHARASHTRA,LATUR,2007,wife excluded from gatherings often,Medium
4754,MAHARASHTRA,MUMBAI COMMR.,2007,husband insulted wife without cause daily,Low
4755,MAHARASHTRA,MUMBAI RLY.,2007,wife humiliated during household chores,Medium
4756,MAHARASHTRA,NAGPUR COMMR.,2007,husband insulted wife in anger every day,Low
4757,MAHARASHTRA,NAGPUR RLY.,2007,wife denied peace at home constantly,Medium
4758,MAHARASHTRA,NAGPUR RURAL,2007,husband insulted wife about her opinions,Low
4759,MAHARASHTRA,NANDED,2007,wife excluded from making household choices,Medium
4760,MAHARASHTRA,NANDURBAR,2007,husband insulted wife before relatives daily,Low
4761,MAHARASHTRA,NASIK COMMR.,2007,wife humiliated during meals,Medium
4762,MAHARASHTRA,NASIK RURAL,2007,husband insulted wife harshly in meetings,Low
4763,MAHARASHTRA,NAVI MUMBAI,2007,wife excluded from outings daily,Medium
4764,MAHARASHTRA,OSMANABAD,2007,husband insulted wife at public functions,Low
4765,MAHARASHTRA,PARBHANI,2007,wife humiliated without relief,Medium
4766,MAHARASHTRA,PUNE COMMR.,2007,husband insulted wife constantly in gatherings,Low
4767,MAHARASHTRA,PUNE RLY.,2007,wife excluded from decisions about travel,Medium
4768,MAHARASHTRA,PUNE RURAL,2007,husband insulted wife during family talks,Low
4769,MAHARASHTRA,RAIGAD,2007,wife humiliated unfairly every evening,Medium
4770,MAHARASHTRA,RATNAGIRI,2007,husband insulted wife cruelly during meals,Low
4771,MAHARASHTRA,SANGLI,2007,wife excluded from social life constantly,Medium
